행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 동대문구 (1123000000),00~07,21106,20156,19061,18516,17593,16385,37.57295268,127.0420299
서울특별시 동대문구 (1123000000),08~13,"15,351",14878,14310,13930,13766,13528,37.57295268,127.0420299
서울특별시 동대문구 (1123000000),14~16,"9,757","8,983","8,016","7,407",6891,"6,564",37.57295268,127.0420299
서울특별시 동대문구 (1123000000),17~19,"11,675","11,158","10,780","10,244","9,498","8,493",37.57295268,127.0420299
서울특별시 동대문구 (1123000000),20~24,"26,839","26,464","26,042","25,898","25,538","26,205",37.57295268,127.0420299
서울특별시 동작구 (1159000000),00~07,25507,24988,23883,22430,21258,19393,37.50597692,126.9405927
서울특별시 동작구 (1159000000),08~13,"17,692",17294,16848,16435,16396,16135,37.50597692,126.9405927
서울특별시 동작구 (1159000000),14~16,"10,458","9,821","9,099","8,613",8214,"7,845",37.50597692,126.9405927
서울특별시 동작구 (1159000000),17~19,"12,776","12,225","11,773","11,253","10,717","9,726",37.50597692,126.9405927
서울특별시 동작구 (1159000000),20~24,"29,245","29,487","28,934","28,629","28,580","27,890",37.50597692,126.9405927
서울특별시 마포구 (1144000000),00~07,25703,24681,23477,22263,21211,19746,37.56084945,126.9068122
서울특별시 마포구 (1144000000),08~13,"18,511",17933,17433,16976,16742,16577,37.56084945,126.9068122
서울특별시 마포구 (1144000000),14~16,"10,905","10,185","9,219","8,811",8502,"8,105",37.56084945,126.9068122
서울특별시 마포구 (1144000000),17~19,"12,123","11,254","11,076","10,780","10,214","9,363",37.56084945,126.9068122
서울특별시 마포구 (1144000000),20~24,"26,920","26,524","25,918","25,567","25,679","25,932",37.56084945,126.9068122
서울특별시 서대문구 (1141000000),00~07,17162,18199,17554,16769,16120,15869,37.59296122,126.9325707
서울특별시 서대문구 (1141000000),08~13,"13,719",13762,13434,13039,13073,13184,37.59296122,126.9325707
서울특별시 서대문구 (1141000000),14~16,"9,184","8,758","8,125","7,459",7111,"6,788",37.59296122,126.9325707
서울특별시 서대문구 (1141000000),17~19,"10,505","10,203","9,997","9,551","9,013","8,347",37.59296122,126.9325707
서울특별시 서대문구 (1141000000),20~24,"23,185","23,656","23,381","22,863","22,596","22,889",37.59296122,126.9325707
서울특별시 서초구 (1165000000),00~07,33598,32424,30905,29033,27096,25137,37.49050811,126.9970148
서울특별시 서초구 (1165000000),08~13,"26,766",26977,26877,26639,27032,27648,37.49050811,126.9970148
서울특별시 서초구 (1165000000),14~16,"16,184","15,366","14,273","14,013",13522,"13,314",37.49050811,126.9970148
서울특별시 서초구 (1165000000),17~19,"16,574","16,151","15,953","15,335","14,455","13,400",37.49050811,126.9970148
서울특별시 서초구 (1165000000),20~24,"28,705","28,382","27,387","26,496","25,681","25,276",37.49050811,126.9970148
서울특별시 성동구 (1120000000),00~07,19251,18851,19360,19222,18094,16637,37.56251786,127.0335106
서울특별시 성동구 (1120000000),08~13,"12,911",12606,12437,12194,11879,11459,37.56251786,127.0335106
서울특별시 성동구 (1120000000),14~16,"8,000","7,415","6,773","6,345",5912,"5,560",37.56251786,127.0335106
서울특별시 성동구 (1120000000),17~19,"9,605","9,113","9,009","8,755","8,023","7,152",37.56251786,127.0335106
서울특별시 성동구 (1120000000),20~24,"20,978","20,802","21,201","21,347","20,553","19,792",37.56251786,127.0335106
서울특별시 성북구 (1129000000),00~07,29561,27995,26689,24734,23947,22112,37.59412914,127.0249932
서울특별시 성북구 (1129000000),08~13,"23,717",22950,22139,21200,21380,21071,37.59412914,127.0249932
서울특별시 성북구 (1129000000),14~16,"14,131","13,288","12,259","11,627",11212,"10,692",37.59412914,127.0249932
서울특별시 성북구 (1129000000),17~19,"15,437","15,089","14,909","14,461","14,013","12,890",37.59412914,127.0249932
서울특별시 성북구 (1129000000),20~24,"33,048","32,699","31,881","31,299","32,200","32,530",37.59412914,127.0249932
서울특별시 송파구 (1171000000),00~07,45342,43928,44044,42711,42073,39081,37.50852869,127.1032114
서울특별시 송파구 (1171000000),08~13,"35,644",34791,34532,34278,34961,35280,37.50852869,127.1032114
서울특별시 송파구 (1171000000),14~16,"22,859","21,138","19,463","18,248",17602,"17,038",37.50852869,127.1032114
서울특별시 송파구 (1171000000),17~19,"24,724","23,345","23,051","22,433","21,172","19,018",37.50852869,127.1032114
서울특별시 송파구 (1171000000),20~24,"45,291","44,412","43,613","42,804","42,040","40,507",37.50852869,127.1032114
서울특별시 양천구 (1147000000),00~07,29907,29346,28318,26552,24732,23289,37.52072097,126.8684819
서울특별시 양천구 (1147000000),08~13,"29,740",29396,28568,28092,28054,28615,37.52072097,126.8684819
서울특별시 양천구 (1147000000),14~16,"21,013","19,249","17,668","16,577",15811,"15,102",37.52072097,126.8684819
서울특별시 양천구 (1147000000),17~19,"21,970","21,041","20,213","19,225","17,592","16,076",37.52072097,126.8684819
서울특별시 양천구 (1147000000),20~24,"35,501","34,617","33,320","31,917","30,547","29,187",37.52072097,126.8684819
서울특별시 영등포구 (1156000000),00~07,24228,23338,22569,21815,20797,20555,37.52215593,126.8945102
서울특별시 영등포구 (1156000000),08~13,"15,875",15310,14577,14015,13942,14275,37.52215593,126.8945102
