행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 강북구 (1130500000),00~07,"18,438","17,425","16,540","15,107","13,602","12,224",37.63988688,127.0264399
서울특별시 강북구 (1130500000),08~13,"14,272","13,742","13,202","12,719","12,443","12,084",37.63988688,127.0264399
서울특별시 강북구 (1130500000),14~16,"9,637","8,923","8,067","7,337","6,739","6,349",37.63988688,127.0264399
서울특별시 강북구 (1130500000),17~19,"11,479","10,732","10,310","9,773","8,952","8,059",37.63988688,127.0264399
서울특별시 강북구 (1130500000),20~24,"22,413","22,278","21,974","21,452","20,433","19,946",37.63988688,127.0264399
