행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
경기도 시흥시 매화동(4139055000),08~13,819,762,762,706,673,630,126.8102384,37.4166323
경기도 시흥시 매화동(4139055000),14~16,599,534,443,420,382,369,126.8102384,37.4166323
경기도 시흥시 매화동(4139055000),17~19,671,679,637,577,481,435,126.8102384,37.4166323
경기도 시흥시 매화동(4139055000),20~24,"1,060","1,105","1,085","1,034",975,875,126.8102384,37.4166323
경기도 시흥시 은행동(4139054000),0~7,"2,143","2,038","1,943","3,190","4,668","4,732",126.8000451,37.4388365
경기도 시흥시 은행동(4139054000),08~13,"2,263","2,139","2,055","2,497","3,161","3,326",126.8000451,37.4388365
경기도 시흥시 은행동(4139054000),14~16,"1,547","1,416","1,266","1,376","1,534","1,507",126.8000451,37.4388365
경기도 시흥시 은행동(4139054000),17~19,"1,578","1,575","1,548","1,723","1,750","1,613",126.8000451,37.4388365
경기도 시흥시 은행동(4139054000),20~24,"2,750","2,669","2,599","2,909","3,199","2,669",126.8000451,37.4388365
경기도 시흥시 신현동(4139053100),0~7,672,638,580,493,403,353,126.7916193,37.40822778
경기도 시흥시 신현동(4139053100),08~13,537,535,511,460,428,395,126.7916193,37.40822778
경기도 시흥시 신현동(4139053100),14~16,391,344,305,257,236,230,126.7916193,37.40822778
경기도 시흥시 신현동(4139053100),17~19,486,449,426,386,320,284,126.7916193,37.40822778
경기도 시흥시 신현동(4139053100),20~24,927,892,838,826,750,709,126.7916193,37.40822778
경기도 시흥시 신천동(4139052000),0~7,"2,344","2,156","1,988","1,713","1,457","1,302",126.7783158,37.43878938
경기도 시흥시 신천동(4139052000),08~13,"2,376","2,238","2,084","1,861","1,718","1,597",126.7783158,37.43878938
경기도 시흥시 신천동(4139052000),14~16,"1,767","1,625","1,437","1,264","1,084",988,126.7783158,37.43878938
경기도 시흥시 신천동(4139052000),17~19,"2,168","1,998","1,878","1,686","1,493","1,356",126.7783158,37.43878938
경기도 시흥시 신천동(4139052000),20~24,"3,808","3,749","3,644","3,398","3,077","2,983",126.7783158,37.43878938
경기도 시흥시 대야동(4139051000),0~7,"1,871","1,705","1,540","1,505","1,620","2,714",126.7941017,37.45088299
경기도 시흥시 대야동(4139051000),08~13,"1,766","1,674","1,548","1,414","1,490","1,877",126.7941017,37.45088299
경기도 시흥시 대야동(4139051000),14~16,"1,351","1,200","1,036",908,824,975,126.7941017,37.45088299
경기도 시흥시 대야동(4139051000),17~19,"1,530","1,429","1,350","1,254","1,206","1,324",126.7941017,37.45088299
경기도 시흥시 대야동(4139051000),20~24,"2,895","2,733","2,613","2,486","2,463","3,026",126.7941017,37.45088299
