행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
부산광역시 기장군 (2671000000),20~24,"7,564","7,761","7,863","7,973","7,843","8,167",35.25588389,129.2187234
부산광역시 남구 (2629000000),00~07,"16,901","16,239","15,319","15,933","15,046","13,591",35.12986667,129.0960045
부산광역시 남구 (2629000000),08~13,"13,834","13,456","13,064","13,478","13,622","13,685",35.12986667,129.0960045
부산광역시 남구 (2629000000),14~16,"9,269","8,619","7,672","7,316","6,890","6,542",35.12986667,129.0960045
부산광역시 남구 (2629000000),17~19,"10,232","9,755","9,638","9,452","8,677","7,653",35.12986667,129.0960045
부산광역시 남구 (2629000000),20~24,"19,962","19,677","18,864","18,764","18,555","18,220",35.12986667,129.0960045
부산광역시 동구 (2617000000),00~07,"3,791","3,594","3,524","3,252","3,262","3,207",35.11513436,129.039634
부산광역시 동구 (2617000000),08~13,"3,050","2,840","2,678","2,613","2,651","2,745",35.11513436,129.039634
부산광역시 동구 (2617000000),14~16,"2,309","2,055","1,842","1,597","1,486","1,398",35.11513436,129.039634
부산광역시 동구 (2617000000),17~19,"2,857","2,571","2,435","2,269","2,131","1,984",35.11513436,129.039634
부산광역시 동구 (2617000000),20~24,"5,624","5,484","5,167","4,934","4,747","4,654",35.11513436,129.039634
부산광역시 동래구 (2626000000),00~07,"15,447","15,731","15,767","14,931","15,084","14,856",35.20139136,129.0889838
부산광역시 동래구 (2626000000),08~13,"13,623","13,730","13,681","13,573","14,102","14,760",35.20139136,129.0889838
