행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 강남구 (1168000000),00~07,"35,406","34,081","32,508","30,363","28,775","26,747",37.499584,127.0480782
서울특별시 강남구 (1168000000),08~13,"30,401","30,831","30,665","30,738","32,032","33,444",37.499584,127.0480782
서울특별시 강남구 (1168000000),14~16,"22,444","20,940","19,092","18,006","17,770","17,627",37.499584,127.0480782
서울특별시 강남구 (1168000000),17~19,"24,987","23,836","23,446","21,797","20,610","18,647",37.499584,127.0480782
서울특별시 강남구 (1168000000),20~24,"40,121","39,448","37,869","35,737","34,623","33,588",37.499584,127.0480782
