행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 구로구 (1153000000),00~07,"31,510","30,182","28,160","25,618","24,270","22,495",37.48946107,126.8729696
서울특별시 구로구 (1153000000),08~13,"19,518","19,099","18,675","18,359","18,490","18,234",37.48946107,126.8729696
서울특별시 구로구 (1153000000),14~16,"11,565","11,014","9,996","9,209","8,690","8,521",37.48946107,126.8729696
서울특별시 구로구 (1153000000),17~19,"13,446","12,666","12,164","11,711","11,160","10,150",37.48946107,126.8729696
서울특별시 구로구 (1153000000),20~24,"27,125","26,978","25,972","25,056","24,283","23,784",37.48946107,126.8729696
