행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 종로구 (1111000000),00~07,"7,199","7,068","7,114","6,773","6,376","5,787",37.57565078,126.9768888
서울특별시 종로구 (1111000000),08~13,"6,604","6,375","6,233","6,114","6,110","6,007",37.57565078,126.9768888
서울특별시 종로구 (1111000000),14~16,"4,692","4,233","3,865","3,524","3,310","3,172",37.57565078,126.9768888
서울특별시 종로구 (1111000000),17~19,"5,611","5,329","5,129","4,852","4,446","3,920",37.57565078,126.9768888
서울특별시 종로구 (1111000000),20~24,"11,539","11,561","11,658","11,265","11,032","10,559",37.57565078,126.9768888
