행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 성동구 (1120000000),00~07,"19,237","18,886","19,336","19,346","18,181","16,723",37.56251786,127.0335106
서울특별시 성동구 (1120000000),08~13,"12,915","12,620","12,514","12,208","11,939","11,536",37.56251786,127.0335106
서울특별시 성동구 (1120000000),14~16,"8,047","7,516","6,844","6,374","5,935","5,625",37.56251786,127.0335106
서울특별시 성동구 (1120000000),17~19,"9,697","9,190","9,035","8,824","8,166","7,285",37.56251786,127.0335106
서울특별시 성동구 (1120000000),20~24,"21,003","20,879","21,345","21,337","20,637","19,854",37.56251786,127.0335106
